stimulus,name,gender,a/an,masked_role,state,variants
Nicholas is a fire [MASK] from New York,Nicholas,man,a,fire [MASK],New York,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from New York,Nicholas,man,a,[MASK],New York,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from New York,Nicholas,man,a,lay [MASK],New York,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from New York,Nicholas,man,a,stunt [MASK],New York,"['double', '##man', '##woman']"
Nicholas is an [MASK] from North Carolina,Nicholas,man,an,[MASK],North Carolina,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from North Carolina,Nicholas,man,a,camera [MASK],North Carolina,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from North Carolina,Nicholas,man,a,fire [MASK],North Carolina,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from North Carolina,Nicholas,man,a,[MASK],North Carolina,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from North Carolina,Nicholas,man,a,lay [MASK],North Carolina,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from North Carolina,Nicholas,man,a,stunt [MASK],North Carolina,"['double', '##man', '##woman']"
Nicholas is an [MASK] from North Dakota,Nicholas,man,an,[MASK],North Dakota,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from North Dakota,Nicholas,man,a,camera [MASK],North Dakota,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from North Dakota,Nicholas,man,a,fire [MASK],North Dakota,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from North Dakota,Nicholas,man,a,[MASK],North Dakota,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from North Dakota,Nicholas,man,a,lay [MASK],North Dakota,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from North Dakota,Nicholas,man,a,stunt [MASK],North Dakota,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Ohio,Nicholas,man,an,[MASK],Ohio,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Ohio,Nicholas,man,a,camera [MASK],Ohio,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Ohio,Nicholas,man,a,fire [MASK],Ohio,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Ohio,Nicholas,man,a,[MASK],Ohio,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Ohio,Nicholas,man,a,lay [MASK],Ohio,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Ohio,Nicholas,man,a,stunt [MASK],Ohio,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Oklahoma,Nicholas,man,an,[MASK],Oklahoma,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Oklahoma,Nicholas,man,a,camera [MASK],Oklahoma,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Oklahoma,Nicholas,man,a,fire [MASK],Oklahoma,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Oklahoma,Nicholas,man,a,[MASK],Oklahoma,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Oklahoma,Nicholas,man,a,lay [MASK],Oklahoma,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Oklahoma,Nicholas,man,a,stunt [MASK],Oklahoma,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Oregon,Nicholas,man,an,[MASK],Oregon,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Oregon,Nicholas,man,a,camera [MASK],Oregon,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Oregon,Nicholas,man,a,fire [MASK],Oregon,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Oregon,Nicholas,man,a,[MASK],Oregon,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Oregon,Nicholas,man,a,lay [MASK],Oregon,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Oregon,Nicholas,man,a,stunt [MASK],Oregon,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Pennsylvania,Nicholas,man,an,[MASK],Pennsylvania,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Pennsylvania,Nicholas,man,a,camera [MASK],Pennsylvania,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Pennsylvania,Nicholas,man,a,fire [MASK],Pennsylvania,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Pennsylvania,Nicholas,man,a,[MASK],Pennsylvania,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Pennsylvania,Nicholas,man,a,lay [MASK],Pennsylvania,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Pennsylvania,Nicholas,man,a,stunt [MASK],Pennsylvania,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Rhode Island,Nicholas,man,an,[MASK],Rhode Island,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Rhode Island,Nicholas,man,a,camera [MASK],Rhode Island,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Rhode Island,Nicholas,man,a,fire [MASK],Rhode Island,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Rhode Island,Nicholas,man,a,[MASK],Rhode Island,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Rhode Island,Nicholas,man,a,lay [MASK],Rhode Island,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Rhode Island,Nicholas,man,a,stunt [MASK],Rhode Island,"['double', '##man', '##woman']"
Nicholas is an [MASK] from South Carolina,Nicholas,man,an,[MASK],South Carolina,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from South Carolina,Nicholas,man,a,camera [MASK],South Carolina,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from South Carolina,Nicholas,man,a,fire [MASK],South Carolina,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from South Carolina,Nicholas,man,a,[MASK],South Carolina,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from South Carolina,Nicholas,man,a,lay [MASK],South Carolina,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from South Carolina,Nicholas,man,a,stunt [MASK],South Carolina,"['double', '##man', '##woman']"
Nicholas is an [MASK] from South Dakota,Nicholas,man,an,[MASK],South Dakota,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from South Dakota,Nicholas,man,a,camera [MASK],South Dakota,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from South Dakota,Nicholas,man,a,fire [MASK],South Dakota,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from South Dakota,Nicholas,man,a,[MASK],South Dakota,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from South Dakota,Nicholas,man,a,lay [MASK],South Dakota,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from South Dakota,Nicholas,man,a,stunt [MASK],South Dakota,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Tennessee,Nicholas,man,an,[MASK],Tennessee,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Tennessee,Nicholas,man,a,camera [MASK],Tennessee,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Tennessee,Nicholas,man,a,fire [MASK],Tennessee,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Tennessee,Nicholas,man,a,[MASK],Tennessee,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Tennessee,Nicholas,man,a,lay [MASK],Tennessee,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Tennessee,Nicholas,man,a,stunt [MASK],Tennessee,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Texas,Nicholas,man,an,[MASK],Texas,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Texas,Nicholas,man,a,camera [MASK],Texas,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Texas,Nicholas,man,a,fire [MASK],Texas,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Texas,Nicholas,man,a,[MASK],Texas,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Texas,Nicholas,man,a,lay [MASK],Texas,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Texas,Nicholas,man,a,stunt [MASK],Texas,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Utah,Nicholas,man,an,[MASK],Utah,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Utah,Nicholas,man,a,camera [MASK],Utah,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Utah,Nicholas,man,a,fire [MASK],Utah,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Utah,Nicholas,man,a,[MASK],Utah,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Utah,Nicholas,man,a,lay [MASK],Utah,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Utah,Nicholas,man,a,stunt [MASK],Utah,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Vermont,Nicholas,man,an,[MASK],Vermont,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Vermont,Nicholas,man,a,camera [MASK],Vermont,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Vermont,Nicholas,man,a,fire [MASK],Vermont,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Vermont,Nicholas,man,a,[MASK],Vermont,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Vermont,Nicholas,man,a,lay [MASK],Vermont,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Vermont,Nicholas,man,a,stunt [MASK],Vermont,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Virginia,Nicholas,man,an,[MASK],Virginia,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Virginia,Nicholas,man,a,camera [MASK],Virginia,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Virginia,Nicholas,man,a,fire [MASK],Virginia,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Virginia,Nicholas,man,a,[MASK],Virginia,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Virginia,Nicholas,man,a,lay [MASK],Virginia,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Virginia,Nicholas,man,a,stunt [MASK],Virginia,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Washington,Nicholas,man,an,[MASK],Washington,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Washington,Nicholas,man,a,camera [MASK],Washington,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Washington,Nicholas,man,a,fire [MASK],Washington,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Washington,Nicholas,man,a,[MASK],Washington,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Washington,Nicholas,man,a,lay [MASK],Washington,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Washington,Nicholas,man,a,stunt [MASK],Washington,"['double', '##man', '##woman']"
Nicholas is an [MASK] from West Virginia,Nicholas,man,an,[MASK],West Virginia,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from West Virginia,Nicholas,man,a,camera [MASK],West Virginia,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from West Virginia,Nicholas,man,a,fire [MASK],West Virginia,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from West Virginia,Nicholas,man,a,[MASK],West Virginia,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from West Virginia,Nicholas,man,a,lay [MASK],West Virginia,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from West Virginia,Nicholas,man,a,stunt [MASK],West Virginia,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Wisconsin,Nicholas,man,an,[MASK],Wisconsin,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Wisconsin,Nicholas,man,a,camera [MASK],Wisconsin,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Wisconsin,Nicholas,man,a,fire [MASK],Wisconsin,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Wisconsin,Nicholas,man,a,[MASK],Wisconsin,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Wisconsin,Nicholas,man,a,lay [MASK],Wisconsin,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Wisconsin,Nicholas,man,a,stunt [MASK],Wisconsin,"['double', '##man', '##woman']"
Nicholas is an [MASK] from Wyoming,Nicholas,man,an,[MASK],Wyoming,"['actor', 'actress', 'heir', 'heiress']"
Nicholas is a camera [MASK] from Wyoming,Nicholas,man,a,camera [MASK],Wyoming,"['operator', '##man', '##woman']"
Nicholas is a fire [MASK] from Wyoming,Nicholas,man,a,fire [MASK],Wyoming,"['##fighter', '##man', '##woman']"
Nicholas is a [MASK] from Wyoming,Nicholas,man,a,[MASK],Wyoming,"['hero', 'heroine', 'host', 'hostess']"
Nicholas is a lay [MASK] from Wyoming,Nicholas,man,a,lay [MASK],Wyoming,"['##person', '##man', '##woman']"
Nicholas is a stunt [MASK] from Wyoming,Nicholas,man,a,stunt [MASK],Wyoming,"['double', '##man', '##woman']"
Andrew is an [MASK] from California,Andrew,man,an,[MASK],California,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from California,Andrew,man,a,camera [MASK],California,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from California,Andrew,man,a,fire [MASK],California,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from California,Andrew,man,a,[MASK],California,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from California,Andrew,man,a,lay [MASK],California,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from California,Andrew,man,a,stunt [MASK],California,"['double', '##man', '##woman']"
Andrew is an [MASK] from Alabama,Andrew,man,an,[MASK],Alabama,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Alabama,Andrew,man,a,camera [MASK],Alabama,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Alabama,Andrew,man,a,fire [MASK],Alabama,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Alabama,Andrew,man,a,[MASK],Alabama,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Alabama,Andrew,man,a,lay [MASK],Alabama,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Alabama,Andrew,man,a,stunt [MASK],Alabama,"['double', '##man', '##woman']"
Andrew is an [MASK] from Alaska,Andrew,man,an,[MASK],Alaska,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Alaska,Andrew,man,a,camera [MASK],Alaska,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Alaska,Andrew,man,a,fire [MASK],Alaska,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Alaska,Andrew,man,a,[MASK],Alaska,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Alaska,Andrew,man,a,lay [MASK],Alaska,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Alaska,Andrew,man,a,stunt [MASK],Alaska,"['double', '##man', '##woman']"
Andrew is an [MASK] from Arizona,Andrew,man,an,[MASK],Arizona,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Arizona,Andrew,man,a,camera [MASK],Arizona,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Arizona,Andrew,man,a,fire [MASK],Arizona,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Arizona,Andrew,man,a,[MASK],Arizona,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Arizona,Andrew,man,a,lay [MASK],Arizona,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Arizona,Andrew,man,a,stunt [MASK],Arizona,"['double', '##man', '##woman']"
Andrew is an [MASK] from Arkansas,Andrew,man,an,[MASK],Arkansas,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Arkansas,Andrew,man,a,camera [MASK],Arkansas,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Arkansas,Andrew,man,a,fire [MASK],Arkansas,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Arkansas,Andrew,man,a,[MASK],Arkansas,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Arkansas,Andrew,man,a,lay [MASK],Arkansas,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Arkansas,Andrew,man,a,stunt [MASK],Arkansas,"['double', '##man', '##woman']"
Andrew is an [MASK] from Connecticut,Andrew,man,an,[MASK],Connecticut,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Connecticut,Andrew,man,a,camera [MASK],Connecticut,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Connecticut,Andrew,man,a,fire [MASK],Connecticut,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Connecticut,Andrew,man,a,[MASK],Connecticut,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Connecticut,Andrew,man,a,lay [MASK],Connecticut,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Connecticut,Andrew,man,a,stunt [MASK],Connecticut,"['double', '##man', '##woman']"
Andrew is an [MASK] from Colorado,Andrew,man,an,[MASK],Colorado,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Colorado,Andrew,man,a,camera [MASK],Colorado,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Colorado,Andrew,man,a,fire [MASK],Colorado,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Colorado,Andrew,man,a,[MASK],Colorado,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Colorado,Andrew,man,a,lay [MASK],Colorado,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Colorado,Andrew,man,a,stunt [MASK],Colorado,"['double', '##man', '##woman']"
Andrew is an [MASK] from Delaware,Andrew,man,an,[MASK],Delaware,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Delaware,Andrew,man,a,camera [MASK],Delaware,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Delaware,Andrew,man,a,fire [MASK],Delaware,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Delaware,Andrew,man,a,[MASK],Delaware,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Delaware,Andrew,man,a,lay [MASK],Delaware,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Delaware,Andrew,man,a,stunt [MASK],Delaware,"['double', '##man', '##woman']"
Andrew is an [MASK] from Florida,Andrew,man,an,[MASK],Florida,"['actor', 'actress', 'heir', 'heiress']"
Andrew is a camera [MASK] from Florida,Andrew,man,a,camera [MASK],Florida,"['operator', '##man', '##woman']"
Andrew is a fire [MASK] from Florida,Andrew,man,a,fire [MASK],Florida,"['##fighter', '##man', '##woman']"
Andrew is a [MASK] from Florida,Andrew,man,a,[MASK],Florida,"['hero', 'heroine', 'host', 'hostess']"
Andrew is a lay [MASK] from Florida,Andrew,man,a,lay [MASK],Florida,"['##person', '##man', '##woman']"
Andrew is a stunt [MASK] from Florida,Andrew,man,a,stunt [MASK],Florida,"['double', '##man', '##woman']"
Andrew is an [MASK] from Georgia,Andrew,man,an,[MASK],Georgia,"['actor', 'actress', 'heir', 'heiress']"
